Number, Label1, Label2, UserName, UserLogin, UTM_X, UTM_X_Real, UTM_Y, UTM_Y_Real, Length_m, Length_Real_m, Stemming_m, Stemming_Real_m, Diameter_mm, Diameter_Real_mm, Subdrilling_m, Subdrilling_Real_m, Angle_deg, Angle_Real_deg, Azimuth_deg, Azimuth_Real_deg, Total_Charge_kg, Total_Charge_Real_kg, Charge_Bulk_kg, Charge_Bulk_Real_kg, Charge_Cartridge_kg, Charge_Cartridge_Real_kg, Booster_un, Booster_Real_un, Charge_Description, waterPresence, waterColumn_m, waterColumn_Real_m, eliminated, changed, dateUpdate, Burden_m, Spacing_m, Powder_Factor, Powder_Factor_Real, Redrill, Comment, final_length_m, truck_number, number_primes_qty, number_detonators_qty, temperature_deg, density
349, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748828.230, 748828.230, 8930515.150, 8930515.150, 10.933, 11.000, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 125.764, 142.200, 125.764, 142.200, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 142.2, 1, 0.000, 0.000, 0, 1, 30/06/2026. 20:03:37, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
350, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748829.830, 748829.830, 8930512.640, 8930512.640, 10.981, 10.000, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 126.463, 122.000, 126.463, 122.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 122.0, 1, 0.000, 0.000, 0, 1, 30/06/2026. 20:02:46, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
351, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748831.440, 748831.440, 8930510.140, 8930510.140, 11.070, 9.600, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 127.760, 101.300, 127.760, 101.300, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 101.3, 1, 0.000, 0.000, 0, 1, 30/06/2026. 20:01:49, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
352, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748833.040, 748833.040, 8930507.640, 8930507.640, 10.761, 10.000, 2.300, 2.200, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 123.258, 126.600, 123.258, 126.600, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 126.6, 1, 0.000, 0.000, 0, 1, 30/06/2026. 19:50:26, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
353, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748834.640, 748834.640, 8930505.140, 8930505.140, 10.972, 11.000, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 126.332, 140.600, 126.332, 140.600, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 140.6, 1, 0.000, 0.000, 0, 1, 30/06/2026. 19:48:30, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
354, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748836.240, 748836.240, 8930502.640, 8930502.640, 11.110, 11.000, 2.300, 3.500, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 128.343, 113.400, 128.343, 113.400, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 113.4, 1, 0.000, 0.000, 0, 1, 30/06/2026. 19:48:02, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
355, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748835.020, 748835.020, 8930499.780, 8930499.780, 11.096, 11.400, 2.300, 3.500, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 128.139, 131.700, 128.139, 131.700, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 131.7, 1, 0.000, 0.000, 0, 1, 30/06/2026. 19:13:13, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
356, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748833.410, 748833.410, 8930502.280, 8930502.280, 11.087, 11.000, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 128.008, 140.300, 128.008, 140.300, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 140.3, 1, 0.000, 0.000, 0, 1, 30/06/2026. 19:13:02, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
357, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748831.810, 748831.810, 8930504.780, 8930504.780, 10.955, 11.200, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 126.085, 150.100, 126.085, 150.100, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 150.1, 1, 0.000, 0.000, 0, 1, 30/06/2026. 18:19:04, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
358, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748830.210, 748830.210, 8930507.280, 8930507.280, 11.190, 10.600, 2.300, 2.200, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 129.508, 137.200, 129.508, 137.200, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 137.2, 1, 0.000, 0.000, 0, 1, 30/06/2026. 19:12:49, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
359, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748828.600, 748828.600, 8930509.780, 8930509.780, 10.870, 10.800, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 124.846, 136.000, 124.846, 136.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 136.0, 1, 0.000, 0.000, 0, 1, 30/06/2026. 18:11:22, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
360, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748827.000, 748827.000, 8930512.280, 8930512.280, 11.149, 10.500, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 128.911, 129.800, 128.911, 129.800, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 129.8, 1, 0.000, 0.000, 0, 1, 30/06/2026. 18:07:13, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
361, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748825.400, 748825.400, 8930514.780, 8930514.780, 10.846, 11.000, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 124.497, 138.800, 124.497, 138.800, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 138.8, 0, 0.000, 0.000, 0, 1, 30/06/2026. 19:12:10, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
362, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748823.800, 748823.800, 8930517.280, 8930517.280, 11.075, 11.000, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 127.833, 132.800, 127.833, 132.800, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 132.8, 0, 0.000, 0.000, 0, 1, 30/06/2026. 17:59:47, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
363, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748822.190, 748822.190, 8930519.780, 8930519.780, 11.194, 11.000, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 129.566, 120.000, 129.566, 120.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 120.0, 0, 0.000, 0.000, 0, 1, 30/06/2026. 19:11:53, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
364, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748820.590, 748820.590, 8930522.280, 8930522.280, 10.881, 9.800, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 125.007, 110.700, 125.007, 110.700, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 110.7, 1, 0.000, 0.000, 0, 1, 30/06/2026. 19:11:46, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
365, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748818.990, 748818.990, 8930524.780, 8930524.780, 10.865, 4.500, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 124.774, 28.100, 124.774, 28.100, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 28.1, 1, 0.000, 0.000, 0, 1, 30/06/2026. 19:11:37, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
366, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748817.380, 748817.380, 8930527.280, 8930527.280, 10.650, 11.000, 2.300, 2.200, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 121.641, 140.500, 121.641, 140.500, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 140.5, 1, 0.000, 0.000, 0, 1, 30/06/2026. 19:11:16, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
367, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748815.780, 748815.780, 8930529.780, 8930529.780, 10.925, 10.500, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 125.648, 123.500, 125.648, 123.500, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 123.5, 0, 0.000, 0.000, 0, 1, 30/06/2026. 20:13:35, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
368, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748814.180, 748814.180, 8930532.280, 8930532.280, 10.869, 10.000, 2.300, 2.200, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 124.832, 122.000, 124.832, 122.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 122.0, 0, 0.000, 0.000, 0, 1, 30/06/2026. 20:13:55, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
369, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748812.570, 748812.570, 8930534.780, 8930534.780, 10.858, 11.000, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 124.672, 130.500, 124.672, 130.500, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 130.5, 1, 0.000, 0.000, 0, 1, 30/06/2026. 17:52:19, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
370, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748810.970, 748810.970, 8930537.280, 8930537.280, 11.024, 11.100, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 127.090, 103.600, 127.090, 103.600, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 103.6, 1, 0.000, 0.000, 0, 1, 30/06/2026. 17:44:33, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
371, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748809.370, 748809.370, 8930539.780, 8930539.780, 11.439, 11.500, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 133.135, 115.200, 133.135, 115.200, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 115.2, 1, 0.000, 0.000, 0, 1, 30/06/2026. 19:10:12, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
372, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748807.770, 748807.770, 8930542.280, 8930542.280, 11.333, 10.500, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 131.591, 130.000, 131.591, 130.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 130.0, 1, 0.000, 0.000, 0, 1, 30/06/2026. 17:06:07, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
373, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748806.160, 748806.160, 8930544.780, 8930544.780, 11.142, 10.400, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 128.809, 142.200, 128.809, 142.200, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 142.2, 1, 0.000, 0.000, 0, 1, 30/06/2026. 19:09:21, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
374, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748804.560, 748804.560, 8930547.280, 8930547.280, 11.108, 10.200, 2.300, 2.200, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 128.314, 135.900, 128.314, 135.900, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 135.9, 1, 0.000, 6.000, 0, 1, 30/06/2026. 18:17:27, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
375, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748802.960, 748802.960, 8930549.780, 8930549.780, 11.033, 11.000, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 127.221, 131.400, 127.221, 131.400, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 131.4, 1, 0.000, 6.000, 0, 1, 30/06/2026. 16:24:24, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
376, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748801.350, 748801.350, 8930552.280, 8930552.280, 10.536, 10.500, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 119.981, 158.900, 119.981, 158.900, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 158.9, 1, 0.000, 6.000, 0, 1, 30/06/2026. 18:12:18, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
377, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748799.540, 748799.540, 8930554.620, 8930554.620, 10.177, 10.200, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 114.751, 111.300, 114.751, 111.300, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 111.3, 1, 0.000, 0.000, 0, 1, 30/06/2026. 15:51:12, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
378, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748797.290, 748797.290, 8930556.560, 8930556.560, 10.378, 10.000, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 117.679, 120.300, 117.679, 120.300, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 120.3, 1, 0.000, 6.000, 0, 1, 30/06/2026. 18:05:18, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
379, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748795.040, 748795.040, 8930558.490, 8930558.490, 10.615, 11.000, 2.300, 2.200, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 121.132, 114.600, 121.132, 114.600, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 114.6, 0, 0.000, 0.000, 0, 1, 30/06/2026. 18:02:46, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
380, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748792.790, 748792.790, 8930560.430, 8930560.430, 10.960, 10.200, 2.300, 2.200, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 126.158, 106.900, 126.158, 106.900, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 106.9, 0, 0.000, 0.000, 0, 1, 30/06/2026. 18:00:26, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
381, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748790.540, 748790.540, 8930562.370, 8930562.370, 10.833, 10.500, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 124.307, 112.300, 124.307, 112.300, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 112.3, 1, 0.000, 6.000, 0, 1, 02/07/2026. 19:03:17, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
382, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748788.290, 748788.290, 8930564.310, 8930564.310, 10.975, 11.200, 2.300, 2.200, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 126.376, 128.000, 126.376, 128.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 128.0, 1, 0.000, 6.000, 0, 1, 02/07/2026. 19:03:25, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
383, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748786.040, 748786.040, 8930566.250, 8930566.250, 10.864, 10.500, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 124.759, 128.600, 124.759, 128.600, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 128.6, 1, 0.000, 5.000, 0, 1, 30/06/2026. 12:46:36, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
384, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748783.780, 748783.780, 8930568.190, 8930568.190, 10.814, 11.200, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 124.031, 121.600, 124.031, 121.600, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 121.6, 1, 0.000, 6.000, 0, 1, 02/07/2026. 19:03:32, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
385, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748781.530, 748781.530, 8930570.130, 8930570.130, 10.759, 10.000, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 123.229, 106.900, 123.229, 106.900, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 106.9, 1, 0.000, 6.000, 0, 1, 30/06/2026. 12:43:12, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
386, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748779.280, 748779.280, 8930572.060, 8930572.060, 10.852, 10.800, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 124.584, 114.800, 124.584, 114.800, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 114.8, 1, 0.000, 0.000, 0, 1, 02/07/2026. 19:03:39, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
387, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748777.030, 748777.030, 8930574.000, 8930574.000, 10.696, 10.700, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 122.312, 121.200, 122.312, 121.200, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 121.2, 1, 0.000, 0.000, 0, 1, 02/07/2026. 19:03:44, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
388, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748774.710, 748774.710, 8930575.860, 8930575.860, 10.581, 11.300, 2.300, 2.200, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 120.636, 135.700, 120.636, 135.700, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 135.7, 1, 0.000, 0.000, 0, 1, 02/07/2026. 19:03:49, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
389, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748772.390, 748772.390, 8930577.700, 8930577.700, 10.548, 10.700, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 120.156, 118.000, 120.156, 118.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 118.0, 1, 0.000, 0.000, 0, 1, 01/07/2026. 13:48:43, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
390, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748770.060, 748770.060, 8930579.550, 8930579.550, 10.767, 10.700, 2.300, 2.200, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 123.346, 126.100, 123.346, 126.100, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 126.1, 1, 0.000, 0.000, 0, 1, 02/07/2026. 19:03:58, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
391, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748767.730, 748767.730, 8930581.390, 8930581.390, 10.640, 11.500, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 121.496, 119.900, 121.496, 119.900, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 119.9, 1, 0.000, 0.000, 0, 1, 02/07/2026. 19:04:05, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
392, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748765.410, 748765.410, 8930583.240, 8930583.240, 10.729, 10.500, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 122.792, 115.900, 122.792, 115.900, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 115.9, 1, 0.000, 0.000, 0, 1, 02/07/2026. 19:04:10, 0.000, 0.000, 0.000, 0.000, 1, , , , , , , 0.000
393, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748762.730, 748762.730, 8930584.440, 8930584.440, 10.634, 10.500, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 121.408, 140.500, 121.408, 140.500, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 140.5, 1, 0.000, 0.000, 0, 1, 01/07/2026. 14:24:22, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
394, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748759.920, 748759.920, 8930585.390, 8930585.390, 10.532, 10.600, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 119.922, 136.100, 119.922, 136.100, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 136.1, 1, 0.000, 0.000, 0, 1, 01/07/2026. 14:23:12, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
395, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748756.280, 748756.280, 8930583.900, 8930583.900, 10.586, 10.100, 2.300, 3.500, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 120.709, 103.900, 120.709, 103.900, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 103.9, 1, 0.000, 0.000, 0, 1, 02/07/2026. 14:48:59, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
396, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748759.090, 748759.090, 8930582.950, 8930582.950, 10.685, 10.700, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 122.151, 130.100, 122.151, 130.100, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 130.1, 1, 0.000, 0.000, 0, 1, 01/07/2026. 14:22:55, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
397, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748761.910, 748761.910, 8930582.000, 8930582.000, 10.661, 10.700, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 121.802, 123.900, 121.802, 123.900, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 123.9, 1, 0.000, 0.000, 0, 1, 02/07/2026. 19:04:20, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
398, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748764.510, 748764.510, 8930580.660, 8930580.660, 10.745, 10.400, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 123.025, 125.100, 123.025, 125.100, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 125.1, 1, 0.000, 0.000, 0, 1, 01/07/2026. 13:51:24, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
399, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748766.840, 748766.840, 8930578.810, 8930578.810, 10.851, 11.400, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 124.570, 119.200, 124.570, 119.200, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 119.2, 1, 0.000, 0.000, 0, 1, 01/07/2026. 13:50:40, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
400, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748769.160, 748769.160, 8930576.970, 8930576.970, 10.609, 10.700, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 121.044, 111.800, 121.044, 111.800, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 111.8, 1, 0.000, 0.000, 0, 1, 01/07/2026. 13:49:53, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
401, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748771.490, 748771.490, 8930575.120, 8930575.120, 10.638, 10.200, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 121.467, 116.500, 121.467, 116.500, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 116.5, 1, 0.000, 0.000, 0, 1, 01/07/2026. 13:48:34, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
402, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748773.820, 748773.820, 8930573.270, 8930573.270, 10.657, 10.900, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 121.743, 118.200, 121.743, 118.200, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 118.2, 1, 0.000, 0.000, 0, 1, 02/07/2026. 19:04:30, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
403, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748776.110, 748776.110, 8930571.390, 8930571.390, 10.614, 10.800, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 121.117, 126.000, 121.117, 126.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 126.0, 1, 0.000, 0.000, 0, 1, 01/07/2026. 13:45:31, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
404, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748778.360, 748778.360, 8930569.450, 8930569.450, 10.766, 11.000, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 123.331, 123.100, 123.331, 123.100, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 123.1, 1, 0.000, 0.000, 0, 1, 02/07/2026. 19:04:36, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
405, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748780.610, 748780.610, 8930567.510, 8930567.510, 10.820, 11.000, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 124.118, 123.000, 124.118, 123.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 123.0, 1, 0.000, 6.000, 0, 1, 02/07/2026. 19:04:45, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
